cod_venda,cod_cliente,cod_produto,data_venda,qtd_vendida,valor_imposto
510,237,160,27-01-2023,73,41.28
511,210,152,12-02-2022,94,48.16
512,289,167,26-12-2022,85,50.76
513,275,144,01-05-2022,75,25.6
514,254,167,05-07-2023,25,44.38
515,264,139,10-06-2022,10,58.75
516,239,198,10-01-2023,85,31.91
517,270,189,30-03-2023,3,43.35
518,283,164,26-05-2022,8,31.93
519,237,160,20-06-2022,100,22.49
520,239,149,02-02-2022,29,55.18
521,262,184,21-08-2022,25,40.19
522,293,177,17-07-2022,8,26.29
523,218,194,02-03-2022,32,38.7
524,205,108,27-02-2022,56,30.25
525,221,109,23-03-2022,54,47.96
526,226,145,27-03-2022,19,35.22
527,282,187,07-06-2023,53,45.54
528,235,193,08-02-2023,78,55.63
529,201,178,28-03-2022,53,59.34
530,278,164,12-07-2022,55,32.37
531,257,195,22-09-2022,91,18.86
532,241,149,17-12-2021,77,55.53
533,283,185,02-08-2022,20,16.24
534,224,181,28-04-2023,69,38.31
535,220,105,08-01-2023,75,59.06
536,254,197,06-04-2023,18,27.36
537,294,112,06-03-2023,15,49.83
538,247,186,07-12-2022,88,23.81
539,237,153,08-01-2023,72,39.49
540,255,184,26-03-2023,31,34.54
541,255,120,13-12-2022,95,30.04
542,243,112,04-08-2022,92,17.14
543,222,135,20-12-2021,83,16.71
544,282,164,11-03-2023,81,58.57
545,228,106,17-09-2022,50,47.14
546,248,130,06-12-2022,46,41.17
547,202,134,15-03-2023,14,20.66
548,231,173,28-01-2022,54,53.81
549,227,110,16-06-2022,63,56.76
550,247,197,05-09-2022,51,46.91
551,237,102,08-02-2022,26,39.26
552,257,127,20-08-2022,65,34.55
553,247,190,16-03-2022,37,30.17
554,282,115,06-02-2023,37,27.45
555,278,114,14-02-2022,88,15.92
556,243,172,25-12-2021,86,34.35
557,244,184,28-10-2022,5,45.04
558,215,155,12-07-2023,0,54.28
559,281,169,22-09-2022,55,52.75
560,239,177,02-08-2022,21,36.38
561,228,164,21-01-2023,2,17.1
562,276,147,18-02-2023,8,26.59
563,257,192,23-03-2022,44,16.44
564,212,156,19-06-2023,14,53.9
565,229,199,07-05-2022,24,58.5
566,232,133,31-01-2023,67,32.21
567,245,167,27-05-2022,74,29.1
568,243,145,27-04-2022,13,17.17
569,298,181,03-09-2022,74,52.68
570,257,123,18-06-2022,12,57.92
571,284,125,06-01-2022,48,21.96
572,210,166,01-05-2022,70,16.95
573,203,196,23-10-2022,92,40.01
574,210,163,21-01-2022,33,55.73
575,260,188,22-10-2022,64,23.23
576,250,158,10-09-2022,94,42.07
577,280,143,07-04-2023,98,36.69
578,267,124,20-08-2022,89,46.97
579,204,185,27-03-2023,67,48.84
580,294,103,09-04-2023,92,59.42
581,299,190,26-02-2022,59,49.78
582,285,194,30-06-2023,68,53.75
583,254,128,27-03-2023,37,37.42
584,288,152,14-04-2023,92,15.19
585,219,104,14-06-2023,97,23.74
586,282,105,18-11-2022,4,42.98
587,246,183,13-03-2023,26,58.73
588,215,141,22-12-2021,87,48.72
589,217,184,09-07-2023,25,24.15
590,278,108,21-03-2022,33,40.01
591,267,156,06-02-2022,29,23.53
592,279,192,25-03-2022,4,19.92
593,261,155,06-05-2023,73,34.18
594,228,179,07-07-2023,86,33.67
595,241,140,17-05-2022,50,30.93
596,272,165,20-05-2022,30,37.13
597,233,190,23-12-2022,98,45.85
598,245,111,07-03-2022,42,40.09
599,259,187,04-08-2022,4,24.68
600,291,199,16-12-2022,2,55.41
601,246,134,15-10-2022,28,35.9
602,276,131,25-06-2022,55,50.66
603,287,107,28-08-2022,100,34.72
604,247,186,22-02-2023,60,32.16
605,227,176,14-02-2023,99,20.21
606,269,129,20-12-2021,80,49.9
607,235,158,08-06-2022,26,16.99
608,215,113,21-09-2022,38,21.34
609,283,133,05-03-2022,27,56.98
610,230,115,10-02-2022,41,44.02
611,257,134,12-05-2022,3,57.74
612,208,127,18-12-2021,43,51.12
613,234,137,03-01-2023,68,35.02
614,254,131,01-02-2022,17,56.33
615,279,153,26-11-2022,98,50.39
616,215,127,02-01-2022,66,17.46
617,208,143,30-04-2022,42,55.56
618,211,158,17-12-2021,23,42.23
619,296,108,04-04-2023,25,59.14
620,282,102,01-09-2022,24,49.54
621,260,190,03-01-2022,2,54.69
622,251,182,08-01-2022,15,17.87
623,287,130,18-03-2023,99,45.34
624,229,184,14-07-2022,36,46.68
625,209,172,22-01-2022,90,31.64
626,236,156,23-06-2023,85,23.29
627,282,113,02-05-2023,69,27.72
628,290,150,19-04-2023,49,31.01
629,243,124,20-03-2023,69,33.31
630,256,188,06-08-2022,71,40.94
631,219,201,09-11-2022,41,43.41
632,271,169,02-03-2023,21,36.04
633,244,101,01-11-2022,90,23.33
634,217,113,10-11-2022,10,24.8
635,207,186,10-05-2022,58,50.64
636,228,146,22-01-2022,69,54.09
637,267,136,06-01-2022,41,32.77
638,281,117,04-06-2022,88,28.7
639,276,160,18-04-2023,9,55.63
640,287,201,25-07-2022,17,26.59
641,228,191,27-06-2022,55,50.05
642,268,170,15-04-2022,3,59.88
643,289,143,21-02-2023,59,20.01
644,270,178,31-08-2022,32,22.9
645,217,188,10-02-2023,6,33.07
646,265,195,20-03-2023,18,35.69
647,250,193,23-03-2022,22,17.28
648,274,164,26-04-2022,3,22.93
649,277,137,30-12-2021,29,41.23
650,270,155,18-10-2022,17,15.58
651,255,107,15-07-2022,92,27.44
652,244,104,22-12-2022,91,34.6
653,249,123,08-02-2022,42,56.68
654,293,187,16-05-2022,53,38.38
655,285,199,03-02-2022,73,24.95
656,229,109,23-09-2022,69,42.67
657,218,142,25-08-2022,47,26.21
658,263,188,16-12-2022,56,19.68
659,272,157,25-04-2022,34,49.43
660,275,155,22-02-2023,37,16.47
661,235,104,14-02-2022,39,42.78
662,294,102,27-03-2023,31,26.49
663,215,111,03-04-2022,79,33.6
664,209,160,03-01-2022,46,50.49
665,279,184,11-05-2022,42,26.02
666,287,180,22-09-2022,53,24.98
667,273,128,11-05-2022,30,49.34
668,242,153,15-06-2023,92,28.91
669,252,159,10-01-2022,60,39.31
670,226,186,07-05-2023,50,15.3
671,298,163,10-02-2023,37,51.7
672,284,150,21-04-2022,11,48.6
673,256,120,14-02-2022,42,22.91
674,202,148,06-12-2022,9,28.22
675,290,103,18-07-2022,35,16.58
676,227,122,26-05-2022,69,50.21
677,230,138,02-06-2023,34,38.52
678,268,111,29-01-2023,18,47.3
679,271,159,20-01-2022,24,34.42
680,229,172,27-10-2022,65,55.24
681,271,150,29-06-2023,68,22.89
682,274,187,21-01-2022,51,58.12
683,299,191,25-05-2023,90,59.16
684,202,132,20-05-2023,61,37.47
685,236,102,29-01-2023,61,25.85
686,209,135,23-08-2022,73,33.35
687,294,152,25-02-2022,81,28.69
688,228,143,29-10-2022,34,58.9
689,244,168,05-02-2022,63,39.63
690,266,175,14-03-2023,83,22.31
691,260,119,15-06-2023,13,42.6
692,226,197,23-12-2022,92,27.15
693,238,133,15-05-2023,62,56.67
694,257,186,26-07-2023,21,58.2
695,220,192,23-03-2022,45,30.53
696,246,113,12-05-2022,83,29.81
697,266,193,08-11-2022,98,28.17
698,282,140,08-09-2022,70,44.91
699,260,160,26-01-2023,1,16.55
700,263,179,20-02-2023,39,41.53
701,264,169,09-02-2023,79,36.24
702,206,116,08-02-2023,27,26.01
703,239,110,06-06-2023,11,23.16
704,218,138,30-04-2023,10,43.36
705,220,167,21-11-2022,8,18.25
706,269,163,20-11-2022,0,34.51
707,228,187,20-05-2022,91,35.91
708,228,122,10-11-2022,98,16.92
709,263,189,22-12-2022,52,40.96
710,214,155,27-08-2022,24,19.31
711,297,181,19-01-2023,100,39.57
712,279,123,20-05-2023,64,28.19
713,204,182,22-01-2023,80,41.34
714,259,135,13-01-2023,75,21.73
715,226,107,04-06-2023,88,17.94
716,201,169,06-12-2022,34,24.39
717,226,109,26-04-2022,87,23.27
718,221,138,11-10-2022,80,50.02
719,262,180,06-03-2023,53,15.82
720,253,117,05-04-2022,11,18.8
721,267,109,21-10-2022,85,16.56
722,259,109,22-09-2022,94,51.93
723,203,145,19-03-2022,59,31.79
724,271,101,24-12-2022,100,56.69
725,296,166,29-01-2022,34,52.83
726,269,116,20-10-2022,52,21.45
727,223,191,28-01-2023,68,44.04
728,248,168,02-12-2022,5,57.93
729,291,168,29-03-2023,26,48.5
730,202,134,25-01-2023,25,45.26
731,220,194,11-11-2022,28,58.68
732,270,184,24-11-2022,64,58.71
