cod_venda,cod_cliente,cod_produto,data_venda,qtd_vendida,valor_imposto
66,275,112,04-06-2023,92,21.97
67,295,134,23-08-2022,63,53.55
68,286,199,24-11-2022,40,32.28
69,227,154,08-05-2022,49,57.56
70,298,121,11-10-2022,1,36.45
71,215,175,21-01-2022,33,55.22
72,291,150,18-02-2023,55,27.85
73,250,137,21-12-2021,4,20.56
74,259,196,15-01-2023,0,33.39
75,255,153,26-02-2023,71,25.25
76,251,160,10-09-2022,34,54.43
77,221,182,05-12-2021,4,37.18
78,237,151,24-02-2023,46,21.2
79,269,184,23-06-2022,28,26.11
80,201,170,18-05-2023,17,46.97
81,228,160,01-05-2022,28,41.34
82,253,122,04-12-2021,90,42.97
83,289,125,17-07-2022,70,20.0
84,244,172,31-08-2022,45,34.57
85,298,199,19-10-2022,83,37.54
86,283,180,11-07-2023,95,20.58
87,213,135,25-06-2022,84,23.71
88,202,154,26-03-2023,14,48.2
89,203,186,08-05-2022,81,17.51
90,266,121,16-02-2022,76,36.58
91,244,189,11-02-2022,75,56.44
92,243,125,01-06-2022,49,52.69
93,208,154,29-01-2022,24,43.63
94,279,135,18-02-2022,78,38.72
95,290,185,10-05-2023,10,47.69
96,223,113,11-01-2022,86,54.85
97,283,138,20-07-2023,50,42.78
98,277,171,08-02-2023,6,35.2
99,267,114,12-01-2023,98,53.77
100,215,115,07-08-2022,19,36.92
101,210,172,05-07-2023,22,38.63
102,222,116,16-05-2023,68,37.47
103,219,144,24-04-2023,62,37.28
104,257,131,12-05-2023,76,38.98
105,213,184,03-12-2022,68,40.58
106,246,133,26-04-2022,51,55.83
107,231,198,07-02-2022,52,49.12
108,253,134,24-05-2022,89,53.85
109,242,194,26-12-2022,72,37.82
110,268,193,09-08-2022,52,34.84
111,212,182,04-12-2022,4,20.31
112,258,143,25-12-2022,12,32.08
113,225,184,24-02-2023,61,47.76
114,228,107,30-10-2022,73,48.13
115,286,162,03-05-2023,12,33.9
116,224,166,16-12-2022,89,47.57
117,216,165,28-04-2023,54,59.17
118,259,162,10-06-2023,18,15.59
119,209,153,16-07-2022,38,51.19
120,300,193,15-02-2023,1,59.41
121,221,163,21-06-2022,11,17.03
122,264,109,06-09-2022,47,26.85
123,217,146,24-08-2022,43,15.29
124,218,199,10-01-2023,70,34.17
125,202,172,23-06-2023,80,56.45
126,276,162,17-07-2023,37,46.32
127,274,122,25-09-2022,43,16.68
128,204,197,10-02-2023,74,51.41
129,246,183,03-03-2022,83,45.05
130,278,157,14-06-2023,74,27.5
131,236,134,10-06-2022,82,59.71
132,248,184,28-03-2023,71,24.42
133,236,120,25-12-2021,0,50.26
134,263,113,04-07-2022,74,22.54
135,289,181,29-10-2022,11,54.49
136,279,145,29-05-2022,32,19.7
137,208,177,26-04-2022,22,58.9
138,258,175,20-08-2022,26,17.35
139,216,168,02-05-2022,72,36.83
140,283,136,16-02-2023,96,28.0
141,226,167,26-01-2022,88,35.79
142,262,105,16-07-2022,59,42.67
143,275,110,31-10-2022,44,33.73
144,227,145,02-03-2022,25,45.54
145,252,108,26-06-2023,35,24.53
146,253,185,11-07-2022,55,15.45
147,254,136,11-02-2022,52,20.1
148,231,131,01-01-2023,89,59.33
149,258,131,06-03-2022,60,54.88
150,201,144,03-04-2022,58,50.75
151,241,101,28-11-2022,11,48.72
152,292,110,06-04-2022,76,28.84
153,263,129,21-03-2023,74,36.03
154,257,158,09-01-2023,17,37.26
155,286,112,12-02-2022,93,55.89
156,286,104,21-03-2022,74,52.21
157,223,147,18-02-2022,77,54.89
158,254,195,03-02-2022,75,26.53
159,236,176,12-06-2023,17,55.42
160,211,179,08-04-2023,9,33.08
161,223,139,05-10-2022,23,43.61
162,263,142,24-06-2023,39,39.09
163,233,113,27-07-2023,70,29.16
164,210,105,05-05-2023,9,39.33
165,254,112,23-12-2021,39,32.3
166,232,127,11-02-2022,47,53.27
167,203,182,27-05-2022,77,57.85
168,239,101,15-07-2022,6,16.23
169,293,190,18-05-2023,34,58.99
170,252,165,27-02-2023,84,42.75
171,265,174,21-08-2022,91,40.12
172,232,156,12-07-2023,75,53.62
173,272,147,29-03-2023,46,46.09
174,238,199,15-05-2023,94,16.74
175,209,129,08-01-2022,50,34.94
176,212,114,04-02-2022,23,28.18
177,229,137,25-01-2022,14,45.72
178,296,126,23-04-2022,11,40.71
179,239,139,28-01-2023,40,30.28
180,242,190,26-01-2023,83,23.25
181,214,156,20-12-2022,25,30.98
182,299,178,13-01-2022,29,16.36
183,216,183,24-05-2022,2,44.82
184,240,188,23-11-2022,36,58.09
185,216,187,12-11-2022,9,16.96
186,250,132,23-07-2022,43,24.59
187,207,142,05-05-2022,1,19.12
188,259,125,01-11-2022,15,22.51
189,266,199,17-01-2023,25,38.89
190,205,168,26-03-2022,18,51.06
191,280,184,06-07-2022,78,24.92
192,253,177,19-02-2022,7,31.14
193,285,113,19-05-2023,18,45.67
194,289,157,19-03-2022,94,48.89
195,219,196,27-07-2023,93,40.63
196,259,106,09-01-2022,25,53.4
197,236,188,12-07-2023,4,30.49
198,241,197,27-07-2022,59,30.14
199,231,161,15-12-2022,81,18.33
200,254,115,01-05-2023,13,54.49
201,268,143,12-06-2023,17,23.15
202,239,169,10-02-2022,27,31.71
203,258,144,09-02-2023,22,49.36
204,235,106,15-05-2022,47,22.12
205,273,182,24-02-2022,64,44.69
206,215,127,01-12-2021,40,43.73
207,219,122,19-02-2022,51,44.73
208,223,195,09-09-2022,11,19.78
209,258,107,16-04-2022,21,37.23
210,253,191,06-03-2022,14,22.88
211,209,185,28-07-2023,82,56.68
212,292,115,07-03-2022,1,57.96
213,268,149,17-05-2023,13,48.35
214,218,156,17-04-2023,27,49.06
215,274,155,17-03-2022,11,29.51
216,212,196,13-01-2023,98,28.05
217,293,111,11-12-2022,43,45.07
218,271,182,29-08-2022,81,22.94
219,250,112,02-06-2022,44,46.13
220,275,121,23-11-2022,19,54.25
221,218,109,30-04-2023,31,38.06
222,286,198,09-02-2023,47,30.31
223,268,145,20-12-2022,1,54.51
224,293,188,05-01-2023,28,58.49
225,236,104,30-07-2022,83,35.04
226,227,190,31-03-2022,75,40.74
227,289,173,13-09-2022,87,27.13
228,260,192,03-04-2023,26,39.07
229,276,172,20-12-2022,84,27.73
230,262,128,26-07-2023,43,38.81
231,209,175,12-06-2023,41,53.23
232,263,130,09-04-2023,92,48.49
233,296,138,08-04-2023,32,26.42
234,298,151,18-04-2023,34,15.99
235,290,101,19-11-2022,20,38.92
236,300,174,09-06-2023,96,38.75
237,254,149,02-01-2022,63,17.76
238,236,129,10-04-2023,2,41.27
239,281,170,12-08-2022,16,46.38
240,290,117,03-02-2023,86,37.79
241,225,174,02-05-2023,79,59.13
242,229,152,12-10-2022,91,20.23
243,226,180,01-02-2022,41,38.88
244,278,112,07-12-2022,68,38.4
245,283,159,23-12-2021,4,40.19
246,206,127,28-10-2022,44,53.1
247,254,136,04-04-2023,16,32.23
248,201,141,18-09-2022,92,17.66
249,218,198,10-09-2022,73,16.16
250,286,127,08-05-2022,83,39.3
251,218,106,02-10-2022,18,33.58
252,228,130,13-07-2023,95,45.92
253,257,162,04-06-2022,5,34.06
254,253,107,26-02-2023,21,25.59
255,285,111,25-03-2022,24,46.3
256,260,133,19-11-2022,33,16.15
257,260,194,30-06-2023,22,24.8
258,226,145,09-03-2023,71,44.53
259,233,141,18-01-2022,98,55.26
260,204,189,16-02-2023,10,21.07
261,252,103,14-10-2022,39,52.26
262,229,191,30-04-2023,48,44.46
263,251,130,14-05-2022,84,20.69
264,201,158,21-04-2022,86,18.8
265,270,162,27-01-2023,66,48.45
266,285,144,27-08-2022,18,49.08
267,222,188,25-03-2023,54,46.08
268,202,145,07-10-2022,85,21.51
269,204,153,05-02-2023,85,47.49
270,244,140,27-12-2021,84,53.71
271,294,167,15-08-2022,45,18.07
272,298,114,14-06-2023,51,57.02
273,276,152,21-05-2022,34,42.8
274,258,128,26-01-2022,74,46.11
275,235,176,25-12-2021,92,26.45
276,292,174,02-02-2023,63,51.09
277,229,186,15-04-2023,37,42.46
278,202,188,31-01-2022,39,41.56
279,260,133,26-03-2022,62,45.21
280,282,190,30-05-2023,72,44.84
281,232,123,25-12-2021,42,52.25
282,300,169,31-03-2022,67,51.07
283,269,130,22-05-2022,88,17.24
284,291,190,12-07-2023,80,59.33
285,276,173,20-05-2023,6,53.64
286,210,194,29-08-2022,56,52.25
287,211,142,12-07-2023,45,30.34
288,208,128,19-04-2023,69,33.25
289,285,138,10-02-2022,64,26.0
290,238,164,01-08-2022,89,46.4
291,233,180,26-02-2022,45,51.57
292,295,132,21-10-2022,10,39.1
293,236,160,26-05-2023,12,57.42
294,270,140,16-01-2022,75,45.76
295,292,105,10-07-2023,98,48.74
296,281,147,12-09-2022,22,57.12
297,255,183,02-05-2023,93,27.83
298,227,155,02-05-2022,88,39.55
299,281,123,23-07-2022,76,46.72
300,237,190,03-03-2023,89,28.46
301,209,161,11-02-2023,62,35.33
302,283,124,03-05-2022,46,59.99
303,297,164,21-07-2022,65,36.25
304,292,122,23-10-2022,36,31.29
305,292,162,19-02-2023,48,45.1
306,216,126,24-10-2022,24,36.34
307,288,164,01-01-2022,99,38.09
308,212,162,11-06-2023,21,50.5
309,245,182,01-05-2023,98,32.09
310,228,111,09-01-2022,61,39.94
311,243,196,27-10-2022,20,29.51
312,281,177,26-06-2023,20,39.05
313,283,144,09-11-2022,98,48.11
314,298,166,06-06-2023,88,40.3
315,280,129,11-06-2023,95,15.49
316,275,101,10-10-2022,44,50.9
317,255,115,15-04-2023,12,17.32
318,300,103,09-06-2022,39,36.61
319,245,149,12-06-2023,0,35.71
320,290,191,04-01-2022,68,29.3
321,272,150,18-02-2022,90,17.14
322,216,115,06-03-2022,23,19.12
323,221,172,19-07-2022,64,20.12
324,270,170,26-12-2021,79,46.89
325,291,195,24-11-2022,17,45.01
326,205,137,22-03-2022,37,21.57
327,225,188,03-03-2023,88,33.54
328,233,192,17-05-2022,96,37.19
329,239,118,22-05-2022,62,57.98
330,246,123,11-09-2022,35,26.14
331,282,104,31-01-2022,62,15.88
332,204,126,17-01-2022,45,20.55
333,201,167,17-12-2022,79,48.32
334,270,113,11-02-2023,60,31.95
335,239,191,31-01-2023,44,58.37
336,291,147,05-10-2022,5,59.92
337,228,184,11-12-2021,21,30.11
338,234,158,24-11-2022,61,54.34
339,254,116,25-04-2023,44,40.16
340,246,125,25-05-2023,78,18.27
341,230,158,28-02-2022,43,17.4
342,247,200,01-08-2022,47,19.23
343,280,143,18-03-2023,11,45.14
344,225,120,23-05-2023,66,55.38
345,273,106,14-01-2022,57,26.06
346,264,149,14-04-2023,16,31.15
347,297,159,12-05-2022,54,26.62
348,215,104,03-12-2022,27,41.8
349,291,185,09-05-2022,7,26.28
350,252,201,08-11-2022,70,19.84
351,216,110,13-06-2022,85,24.97
352,293,155,06-05-2023,24,34.32
353,204,167,25-06-2022,32,17.06
354,272,162,27-03-2022,23,41.77
355,280,178,26-09-2022,96,56.74
356,206,138,12-02-2022,30,42.17
357,247,141,31-05-2022,76,40.94
358,265,168,17-08-2022,25,54.38
359,214,160,07-02-2022,61,45.68
360,271,137,23-12-2022,23,24.53
361,229,185,02-01-2022,96,50.05
362,221,143,17-10-2022,51,36.3
363,257,193,09-09-2022,70,31.53
364,226,131,06-08-2022,68,41.63
365,212,120,03-09-2022,32,48.92
366,229,174,31-07-2022,99,42.35
367,261,103,10-07-2023,58,44.84
368,299,183,05-03-2023,48,46.79
369,232,164,08-11-2022,98,19.16
370,273,127,06-02-2022,53,28.72
371,239,150,13-01-2022,24,20.16
372,212,185,28-07-2023,95,26.79
373,255,186,21-05-2023,5,48.68
374,291,110,25-12-2021,0,35.21
375,261,139,05-05-2022,19,46.81
376,285,172,05-05-2023,52,15.18
377,219,158,02-02-2023,51,54.39
378,290,179,05-05-2023,54,48.92
379,211,185,11-12-2022,74,27.37
380,282,107,08-02-2022,99,17.34
381,227,163,01-12-2021,42,50.76
382,300,141,13-02-2022,29,55.27
383,220,115,03-11-2022,44,53.15
384,214,146,10-10-2022,28,24.48
385,269,139,15-02-2023,4,52.23
386,257,189,07-04-2022,53,40.92
387,236,190,13-02-2023,96,46.1
388,297,103,12-05-2022,4,30.16
389,260,132,19-10-2022,8,20.48
390,254,185,07-06-2023,13,38.83
391,203,194,27-02-2022,11,47.88
392,227,112,23-07-2023,55,56.17
393,247,138,18-03-2023,16,29.15
394,242,191,11-12-2021,28,52.76
395,264,147,18-06-2023,7,45.25
396,273,189,13-10-2022,71,25.77
397,228,124,25-05-2023,75,20.09
398,288,143,02-06-2022,47,32.75
399,241,163,18-12-2022,82,31.3
400,227,123,31-07-2022,85,32.0
401,250,182,25-12-2022,89,32.95
402,275,148,14-09-2022,79,40.09
403,236,119,27-12-2022,47,39.41
404,202,184,25-05-2022,25,29.61
405,273,172,01-12-2021,86,25.31
406,292,191,12-09-2022,39,17.16
407,243,179,15-11-2022,25,36.82
408,250,159,16-10-2022,61,27.45
409,205,130,06-12-2021,92,53.12
410,255,115,12-01-2022,91,19.64
411,283,181,10-06-2022,82,39.05
412,219,171,21-11-2022,96,27.75
413,285,135,25-11-2022,95,58.41
414,226,198,08-06-2022,22,37.33
415,203,124,23-07-2023,69,54.4
416,262,162,22-06-2023,48,52.54
417,253,132,16-04-2022,6,57.89
418,220,131,04-07-2023,99,16.27
419,282,169,31-03-2023,40,44.07
420,281,130,03-12-2022,57,57.17
421,250,147,10-12-2021,37,21.39
422,246,105,28-04-2023,99,37.57
423,294,120,10-05-2022,54,23.97
424,233,135,21-07-2022,13,51.0
425,265,139,10-03-2023,8,47.24
426,213,157,10-01-2023,38,52.2
427,255,124,10-07-2022,11,35.71
428,227,152,23-10-2022,19,46.08
429,292,139,28-01-2023,41,53.96
430,260,187,26-05-2023,72,53.15
431,219,153,01-04-2023,2,27.73
432,225,195,19-01-2023,8,28.33
433,276,115,18-07-2022,6,47.58
434,209,172,24-04-2023,20,26.43
435,288,163,29-08-2022,46,47.77
436,256,135,25-05-2022,97,29.3
437,209,179,25-06-2022,30,47.98
438,237,179,31-12-2021,45,27.29
439,251,143,31-12-2021,44,53.74
440,255,142,31-01-2022,92,33.98
441,247,196,08-12-2021,42,22.53
442,258,159,25-08-2022,53,39.34
443,207,117,16-09-2022,96,29.97
444,216,112,11-05-2023,7,32.12
445,257,183,28-07-2023,17,37.69
446,220,153,16-12-2022,15,53.18
447,219,171,05-12-2022,20,46.04
448,214,129,19-06-2023,1,30.89
449,250,152,15-02-2023,85,57.66
450,272,110,03-10-2022,40,54.68
451,294,124,16-07-2023,56,27.94
452,273,130,24-11-2022,13,30.56
453,206,176,05-11-2022,43,30.44
454,254,111,16-03-2022,74,21.19
455,299,159,19-06-2023,78,50.31
456,211,182,22-03-2023,55,35.21
457,298,182,02-02-2022,85,28.52
458,254,153,02-06-2022,99,32.23
459,273,194,31-03-2022,69,22.61
460,289,181,13-06-2022,30,26.89
461,202,146,04-07-2022,49,17.45
462,293,194,07-11-2022,9,57.62
463,201,122,22-05-2022,17,18.92
464,216,171,04-07-2023,69,47.94
465,208,120,07-09-2022,21,21.12
466,290,152,26-01-2022,88,51.05
467,201,190,10-09-2022,56,31.23
468,268,121,02-01-2022,66,40.43
469,286,139,17-11-2022,33,30.34
470,266,170,30-05-2022,12,37.36
471,255,155,18-04-2023,89,52.56
472,246,185,24-03-2023,38,59.83
473,290,152,22-01-2023,30,34.58
474,300,168,11-04-2022,60,42.49
475,230,139,02-10-2022,80,30.4
476,266,141,06-05-2022,8,58.1
477,203,110,14-12-2022,4,25.74
478,249,168,02-12-2021,84,47.94
479,201,126,05-08-2022,94,22.15
480,225,165,09-06-2022,83,36.61
481,275,118,20-02-2023,73,26.33
482,292,145,12-03-2022,20,43.41
483,213,176,21-02-2022,61,59.44
484,230,144,19-07-2022,20,21.87
485,256,127,13-02-2022,42,42.1
486,205,167,16-06-2022,35,47.2
487,240,112,08-05-2022,11,53.05
488,271,139,07-12-2021,49,24.44
489,274,198,09-08-2022,49,15.43
490,289,104,16-07-2022,64,18.89
491,271,128,07-03-2022,29,29.1
492,227,114,10-05-2023,88,25.93
493,234,177,14-05-2022,52,18.56
494,251,161,08-08-2022,22,56.86
495,228,170,22-06-2022,82,37.95
496,248,151,12-07-2022,15,29.46
497,214,128,08-01-2023,76,31.8
498,224,142,09-06-2022,30,42.67
499,268,166,10-02-2022,44,56.43
500,245,127,18-03-2023,74,57.09
501,236,184,12-07-2022,58,19.48
502,239,111,16-03-2023,72,48.85
503,248,194,03-06-2022,91,35.2
504,241,188,05-01-2023,62,42.15
505,233,156,23-03-2022,63,43.93
506,209,188,02-03-2023,75,26.55
507,242,132,29-01-2022,49,26.93
508,205,106,04-08-2022,62,51.75
509,252,181,16-06-2022,16,47.58
510,205,116,26-02-2022,20,19.34
511,253,110,08-01-2023,3,34.88
512,277,174,25-12-2022,97,28.63
513,205,196,22-12-2021,30,52.28
514,237,120,14-06-2022,70,23.96
515,277,155,28-08-2022,25,21.51
516,273,118,18-12-2021,51,51.13
517,241,148,22-04-2023,93,15.55
518,237,130,16-12-2022,73,49.42
519,292,176,03-06-2023,82,21.37
520,218,101,22-02-2022,37,24.69
521,209,125,27-02-2023,41,42.05
522,258,166,12-05-2022,71,44.25
523,259,113,26-06-2022,81,18.76
524,258,112,22-03-2023,94,27.36
525,202,123,18-02-2022,70,44.96
526,206,175,26-08-2022,65,43.63
527,280,103,22-02-2022,43,45.17
528,257,124,20-01-2023,93,47.03
529,250,147,28-05-2023,55,25.3
530,272,145,27-08-2022,44,16.86
531,225,182,04-05-2022,15,31.14
532,205,186,23-06-2022,44,49.59
533,204,145,04-02-2022,24,17.32
534,210,112,20-08-2022,22,29.52
535,214,166,18-04-2023,86,17.65
536,230,185,02-01-2022,23,53.45
537,298,108,20-03-2023,72,36.38
538,274,176,05-08-2022,33,19.69
539,202,169,29-07-2022,78,55.26
540,275,156,12-05-2022,40,31.41
541,270,136,08-06-2023,57,30.19
542,270,175,16-04-2023,82,46.84
543,226,173,06-02-2023,21,20.25
544,266,101,04-04-2023,43,20.8
545,246,164,28-01-2022,43,40.13
546,220,114,11-04-2023,90,16.55
547,298,173,31-05-2022,0,43.54
548,265,132,09-02-2023,29,33.76
549,214,101,13-07-2023,44,33.91
550,258,162,24-06-2023,88,27.3
551,251,165,14-02-2022,23,48.3
552,212,168,01-04-2023,64,34.17
553,267,196,02-10-2022,78,24.51
554,251,120,22-07-2023,11,59.27
555,288,200,18-11-2022,41,35.33
556,297,188,20-03-2023,26,28.88
557,254,127,24-11-2022,56,41.79
558,268,143,11-09-2022,50,55.73
559,254,129,09-05-2023,79,46.62
560,235,157,26-09-2022,40,49.4
561,279,122,04-07-2022,46,55.47
562,231,188,22-05-2023,27,38.03
563,268,201,17-05-2022,89,22.99
564,265,146,07-04-2022,25,38.52
565,218,184,21-06-2022,43,47.96
566,242,129,15-02-2022,38,30.44
567,201,150,30-03-2023,95,52.47
568,264,134,13-06-2022,92,46.33
569,237,140,25-09-2022,74,18.57
570,217,107,21-04-2023,10,30.42
571,233,175,28-04-2022,91,36.61
572,244,152,23-03-2022,68,57.33
573,247,170,07-03-2022,25,21.14
574,208,133,23-05-2023,42,56.33
575,222,191,17-07-2023,97,25.38
576,286,127,06-06-2022,5,25.61
577,240,133,13-01-2022,25,33.18
578,201,105,24-11-2022,99,43.81
579,290,128,21-06-2022,3,32.92
580,275,115,24-05-2023,97,54.39
581,212,122,31-03-2023,33,29.16
582,299,106,21-10-2022,27,55.37
583,294,172,13-04-2022,84,25.18
584,298,140,31-07-2022,38,32.57
585,210,198,10-03-2022,90,35.24
586,240,135,07-02-2022,69,40.29
587,250,158,14-07-2023,99,22.88
588,217,194,19-04-2022,11,27.68
589,217,140,03-05-2022,14,20.42
590,258,137,25-02-2022,67,33.0
591,216,182,18-02-2023,100,42.45
592,296,104,15-04-2023,89,48.3
593,255,101,07-12-2022,60,23.46
594,255,194,13-07-2022,44,33.74
595,278,161,17-05-2023,20,24.51
596,204,138,19-02-2023,80,51.57
597,202,130,16-11-2022,50,17.27
598,201,199,13-02-2022,39,27.93
599,238,184,17-01-2023,28,52.2
600,228,164,26-02-2022,29,52.93
601,295,174,09-06-2023,35,44.95
602,255,176,30-06-2023,59,25.05
603,227,117,24-10-2022,78,59.32
604,288,132,22-05-2023,89,51.99
605,270,117,05-12-2022,98,30.97
606,240,121,11-05-2023,40,31.09
607,292,128,15-11-2022,38,42.52
608,285,199,17-05-2023,64,57.58
609,230,199,04-03-2022,56,15.63
610,238,201,13-07-2022,47,27.85
611,280,198,19-07-2023,87,53.23
612,296,102,13-03-2023,94,20.76
613,271,143,02-06-2022,44,47.27
614,291,199,09-02-2022,14,44.27
615,262,108,17-12-2021,87,18.3
616,271,110,06-05-2022,84,33.5
617,208,110,29-10-2022,39,51.83
618,214,112,26-09-2022,40,37.12
619,262,107,14-08-2022,11,23.89
620,207,191,05-07-2022,67,52.94
621,218,110,15-05-2023,91,43.66
622,280,125,13-03-2023,88,29.58
623,238,162,30-01-2022,0,56.11
624,293,105,08-02-2022,50,52.06
625,286,161,02-03-2022,84,28.69
626,288,138,12-03-2023,58,15.33
627,234,108,13-07-2023,97,55.95
628,232,147,04-05-2023,40,35.29
629,214,127,06-07-2023,24,55.77
630,266,184,17-01-2023,90,58.46
631,242,179,23-06-2023,7,16.21
632,261,121,07-05-2022,66,59.17
633,261,154,09-09-2022,78,57.75
634,245,198,07-03-2022,96,54.01
635,268,182,11-12-2022,81,59.93
636,229,148,29-12-2021,69,37.71
637,239,183,20-11-2022,33,54.08
638,296,172,02-01-2023,16,51.86
639,287,109,26-11-2022,37,55.24
640,229,196,21-01-2022,57,36.51
641,242,172,04-05-2023,15,44.01
642,268,141,09-12-2021,63,30.63
643,257,201,06-02-2023,3,40.43
644,250,103,07-06-2023,75,56.07
645,233,139,27-03-2022,3,21.21
646,298,186,01-04-2023,77,46.4
647,259,135,15-03-2023,43,36.9
648,259,135,29-09-2022,82,25.61
649,288,134,23-04-2023,98,51.97
650,294,118,18-06-2023,90,40.42
651,227,130,10-03-2023,9,25.82
652,262,188,23-05-2023,5,52.62
653,294,189,10-05-2022,23,26.37
654,272,136,05-05-2022,73,58.6
655,275,128,18-04-2022,33,52.85
656,281,172,31-03-2023,10,51.54
657,203,148,08-08-2022,94,23.44
658,277,158,01-04-2023,61,45.06
659,209,194,17-06-2023,2,32.58
660,284,151,10-07-2023,40,45.23
661,231,110,10-11-2022,97,16.33
662,266,120,11-04-2022,94,34.62
663,295,154,17-07-2022,47,20.56
664,292,150,13-03-2022,14,53.99
665,275,110,06-12-2021,92,22.55
666,272,138,10-06-2022,10,44.58
667,247,138,28-01-2022,72,52.08
668,292,164,01-04-2023,53,19.7
669,283,193,25-07-2022,26,46.54
670,217,142,20-01-2023,13,55.01
671,294,118,20-07-2023,58,49.37
672,300,141,28-12-2021,15,22.86
673,244,102,09-04-2022,85,51.01
674,273,185,09-04-2022,96,51.65
675,211,110,27-12-2022,60,23.2
676,216,164,01-05-2023,71,20.36
677,208,199,28-01-2023,99,41.14
678,292,145,28-05-2022,92,53.1
679,206,173,25-05-2022,81,32.74
680,208,101,03-03-2022,88,45.91
681,255,170,05-03-2022,62,44.84
682,201,152,04-06-2023,7,50.58
683,256,190,23-11-2022,36,53.85
684,298,148,21-08-2022,96,58.56
685,231,200,19-12-2021,11,20.55
686,293,160,28-12-2022,31,28.45
687,278,105,15-10-2022,54,43.37
688,276,111,03-04-2022,31,28.71
689,274,179,25-06-2022,100,53.57
690,212,112,26-11-2022,55,40.99
691,224,121,23-05-2022,45,17.6
692,293,165,21-02-2022,11,48.0
693,260,196,09-09-2022,61,45.62
694,250,105,12-08-2022,42,28.04
695,280,156,10-04-2023,32,30.34
696,294,168,07-01-2023,57,34.23
697,280,197,12-01-2022,36,58.22
698,249,142,12-02-2023,33,58.63
699,295,180,16-04-2023,38,41.3
700,258,117,05-04-2022,68,51.23
701,220,189,22-01-2023,0,40.97
702,215,102,09-11-2022,19,26.88
703,257,162,19-05-2022,59,21.72
704,213,190,09-12-2021,93,32.46
705,258,118,24-05-2023,63,59.29
706,249,146,23-02-2022,3,58.39
707,227,111,13-12-2021,24,28.75
708,246,129,16-12-2021,47,24.66
709,209,200,24-02-2023,24,39.22
710,238,174,14-04-2022,79,35.79
711,261,125,23-05-2023,14,44.64
712,251,123,29-01-2022,59,19.77
713,299,130,17-07-2022,35,36.09
714,255,112,24-05-2022,7,21.67
715,296,168,25-07-2022,97,18.83
716,266,191,17-01-2023,59,21.44
717,249,185,25-12-2022,90,36.95
718,250,194,24-05-2023,88,54.83
719,260,173,03-04-2022,24,48.45
720,215,113,30-10-2022,67,56.24
721,227,106,05-05-2023,64,38.88
722,292,148,18-07-2022,2,25.96
723,205,116,21-10-2022,74,20.15
724,214,149,13-07-2022,62,18.14
725,208,166,06-08-2022,3,34.59
726,210,103,17-08-2022,39,44.14
727,244,115,25-10-2022,52,34.6
728,261,125,20-01-2023,50,59.98
729,286,137,21-12-2022,100,20.33
730,204,122,24-02-2022,16,18.92
731,219,165,14-07-2022,34,35.77
732,259,135,03-01-2023,71,53.59
