cod_venda,cod_cliente,cod_produto,data_venda,qtd_vendida,valor_imposto
226,287,167,07-02-2022,2,25.95
227,297,122,12-07-2023,4,36.07
228,289,159,07-11-2022,68,44.04
229,264,186,14-02-2022,16,32.86
230,256,160,15-01-2023,47,20.16
231,250,171,16-07-2023,24,57.13
232,253,137,08-06-2022,8,41.13
233,238,136,23-09-2022,86,37.54
234,257,137,24-07-2022,65,15.46
235,221,152,29-12-2021,40,28.41
236,251,112,17-05-2022,29,43.59
237,273,141,17-07-2022,92,42.73
238,270,130,21-05-2023,68,54.68
239,252,170,29-08-2022,61,53.71
240,249,143,28-01-2023,8,17.5
241,253,132,18-02-2022,41,25.46
242,268,140,11-12-2021,21,32.95
243,279,139,13-05-2022,70,26.54
244,248,129,10-08-2022,66,19.61
245,298,164,27-01-2023,31,47.88
246,251,165,03-01-2022,90,16.64
247,295,111,30-06-2023,72,42.88
248,295,104,06-03-2022,35,35.78
249,220,185,19-02-2023,16,35.68
250,268,175,01-02-2023,3,28.07
251,299,139,20-07-2023,21,17.85
252,285,177,10-02-2023,40,27.41
253,225,138,24-06-2023,12,53.5
254,271,172,07-03-2022,42,45.63
255,254,145,16-09-2022,96,59.78
256,201,176,31-05-2022,57,23.43
257,256,106,19-03-2022,25,20.51
258,285,193,26-04-2023,15,15.4
259,263,195,23-04-2022,32,54.02
260,268,134,30-08-2022,68,43.76
261,290,124,09-08-2022,13,57.3
262,297,178,13-10-2022,92,45.17
263,223,130,15-02-2022,49,40.05
264,292,107,20-09-2022,63,40.07
265,228,151,14-05-2022,69,48.26
266,204,113,11-12-2021,12,48.4
267,288,178,20-06-2022,17,53.65
268,271,111,01-02-2022,99,28.85
269,294,116,03-08-2022,86,32.34
270,280,175,07-12-2021,50,49.93
271,211,166,22-01-2023,79,21.22
272,235,183,16-01-2023,7,58.56
273,293,112,01-02-2022,31,21.99
274,253,149,05-02-2023,97,44.57
275,245,155,21-04-2022,11,25.26
276,218,105,23-01-2023,14,39.49
277,266,150,16-05-2022,30,18.01
278,214,109,03-06-2023,2,50.03
279,218,114,10-01-2023,90,49.32
280,297,127,10-07-2022,91,23.8
281,285,156,29-04-2022,11,16.73
282,274,193,30-01-2023,96,21.75
283,228,179,27-02-2023,56,40.22
284,263,108,02-05-2022,47,15.14
285,287,168,12-06-2023,62,52.49
286,289,165,25-07-2022,28,45.68
287,212,172,19-11-2022,10,57.92
288,238,161,15-11-2022,10,33.25
289,240,138,21-09-2022,39,58.77
290,203,102,10-04-2023,2,27.03
291,204,130,11-08-2022,73,55.83
292,234,131,05-12-2022,90,48.76
293,255,107,02-01-2023,83,47.41
294,251,148,17-02-2022,10,54.25
295,231,145,03-02-2023,25,46.39
296,215,101,27-01-2022,40,31.83
297,290,108,22-04-2022,85,45.23
298,246,150,15-12-2021,92,18.63
299,228,144,01-02-2023,49,57.22
300,215,137,15-02-2023,22,16.9
301,249,164,19-02-2022,40,47.21
302,228,172,30-04-2023,54,44.79
303,298,195,10-05-2023,10,34.99
304,265,124,04-05-2023,67,46.27
305,252,122,09-04-2022,69,57.6
306,250,135,12-09-2022,97,38.98
307,282,156,12-12-2021,12,43.27
308,204,162,30-09-2022,12,28.21
309,271,158,20-01-2022,88,54.7
310,290,155,06-05-2023,29,26.3
311,277,162,09-07-2023,70,30.81
312,262,106,01-05-2023,27,46.68
313,270,114,11-06-2023,52,29.77
314,262,119,09-06-2023,85,58.36
315,290,175,01-04-2023,5,46.42
316,201,191,07-01-2022,94,33.31
317,240,148,06-12-2022,61,23.05
318,293,133,23-12-2021,97,51.75
319,271,157,12-01-2022,2,47.8
320,216,137,16-04-2023,2,39.9
321,279,102,09-07-2023,95,37.14
322,216,170,10-01-2022,94,38.23
323,271,193,17-04-2022,96,26.88
324,214,156,22-04-2023,95,22.38
325,257,191,15-08-2022,96,53.43
326,256,152,14-12-2021,74,58.83
327,283,172,30-03-2023,99,26.91
328,235,169,01-01-2022,5,23.0
329,228,152,15-10-2022,54,25.45
330,237,124,24-12-2021,52,55.78
331,244,190,30-06-2023,51,15.11
332,201,171,23-09-2022,91,23.54
333,205,184,26-10-2022,94,37.35
334,297,107,04-03-2022,82,21.01
335,250,136,16-05-2022,98,31.73
336,243,139,05-08-2022,73,36.48
337,249,141,15-07-2022,77,51.97
338,263,173,27-12-2022,95,57.5
339,289,181,03-03-2023,59,32.56
340,275,193,13-06-2022,34,59.59
341,216,108,31-10-2022,29,39.85
342,206,134,17-02-2023,73,44.77
343,236,145,12-06-2023,100,52.03
344,300,155,31-01-2022,66,58.5
345,203,157,30-07-2022,73,56.1
346,205,148,27-03-2023,22,24.14
347,241,111,26-01-2022,45,29.48
348,247,199,30-03-2022,65,35.48
349,227,177,12-09-2022,82,22.41
350,242,179,31-01-2022,90,41.98
351,228,180,20-01-2023,29,25.08
352,254,135,03-04-2023,5,31.71
353,202,174,20-05-2022,68,50.84
354,274,188,12-12-2022,77,48.5
355,283,106,23-10-2022,9,44.73
356,208,159,03-03-2022,42,20.6
357,249,161,12-03-2022,59,37.35
358,226,139,15-03-2023,23,23.78
359,283,112,08-07-2023,3,32.01
360,266,168,25-11-2022,76,51.51
361,221,139,03-07-2023,96,32.6
362,274,179,15-05-2022,25,18.6
363,261,152,05-11-2022,1,44.66
364,209,193,18-07-2022,4,41.77
365,245,128,12-10-2022,85,40.52
366,294,156,11-01-2022,34,20.21
367,258,113,18-09-2022,39,17.63
368,280,152,12-04-2023,75,42.79
369,274,125,20-10-2022,5,47.42
370,267,141,08-04-2022,26,34.92
371,289,148,11-06-2022,85,31.62
372,281,165,06-02-2022,75,15.29
373,211,118,11-10-2022,56,53.66
374,248,130,01-10-2022,69,25.72
375,300,123,14-11-2022,49,36.17
376,279,170,20-01-2023,67,18.48
377,272,167,30-12-2021,68,29.49
378,263,127,04-08-2022,54,29.38
379,280,110,22-05-2022,64,58.29
380,210,181,12-03-2023,27,18.26
381,269,106,22-02-2022,36,27.4
382,278,125,23-01-2022,94,52.43
383,238,194,19-12-2022,82,39.92
384,225,191,15-12-2022,89,20.7
385,231,122,16-08-2022,42,32.92
386,231,183,15-01-2022,8,28.41
387,233,154,24-01-2022,60,34.41
388,233,161,05-06-2022,9,36.21
389,287,168,02-12-2022,77,16.54
390,250,131,13-06-2023,36,39.59
391,270,181,22-02-2023,20,44.69
392,282,131,16-04-2023,42,33.05
393,240,151,19-05-2022,75,41.05
394,260,187,01-08-2022,10,52.68
395,282,173,20-02-2023,8,37.87
396,209,136,31-01-2022,59,48.84
397,204,149,07-03-2023,7,48.32
398,253,161,12-04-2022,69,33.14
399,233,181,22-01-2022,81,20.17
400,280,155,05-12-2021,41,29.66
401,287,160,22-07-2023,68,16.58
402,228,185,24-03-2023,5,52.49
403,274,185,15-12-2022,98,50.35
404,237,188,28-05-2022,74,59.36
405,276,107,11-03-2023,21,40.29
406,253,159,13-05-2023,69,23.56
407,256,149,13-03-2023,47,15.05
408,287,111,09-07-2023,54,59.71
409,292,151,21-12-2022,84,55.25
410,299,143,23-07-2022,100,37.3
411,259,151,04-04-2023,60,17.86
412,245,126,03-01-2023,29,53.16
413,211,107,15-03-2023,75,28.68
414,202,152,09-08-2022,98,33.98
415,216,165,01-11-2022,80,43.47
416,282,125,27-01-2023,63,50.56
417,226,116,15-01-2022,6,38.92
418,204,159,11-02-2022,6,59.79
419,253,143,24-02-2022,79,44.28
420,247,184,04-01-2023,59,31.89
421,252,190,29-07-2023,24,49.08
422,264,154,04-02-2022,0,44.21
423,223,197,22-03-2023,44,49.74
424,258,156,23-09-2022,23,55.13
425,245,132,05-04-2023,96,17.85
426,270,141,24-07-2023,92,28.48
427,241,138,14-12-2021,86,16.52
428,238,184,13-03-2023,99,29.83
429,298,188,15-05-2022,91,31.87
430,284,187,19-07-2022,84,21.76
431,228,165,23-03-2022,61,23.4
432,232,181,18-07-2022,25,15.3
433,245,192,30-01-2023,61,42.83
434,277,118,10-01-2022,14,53.12
435,256,119,23-01-2023,66,15.01
436,204,111,29-01-2022,80,17.89
437,210,132,10-09-2022,48,44.97
438,260,127,23-08-2022,28,47.12
439,230,108,16-02-2022,88,18.1
440,258,109,22-02-2023,88,51.14
441,284,170,30-10-2022,92,20.91
442,232,148,15-08-2022,58,40.11
443,240,155,14-10-2022,78,43.7
444,220,103,03-06-2022,8,46.61
445,252,175,21-11-2022,100,48.6
446,264,167,18-07-2023,72,30.01
447,229,163,15-03-2022,29,43.64
448,258,160,06-08-2022,85,31.31
449,260,175,30-04-2023,84,47.55
450,201,195,30-03-2023,37,57.07
451,280,134,11-04-2022,29,28.54
452,280,185,24-08-2022,64,24.11
453,255,201,23-12-2021,42,51.31
454,294,158,06-05-2022,21,35.87
455,268,187,13-07-2022,76,48.75
456,287,161,19-05-2023,52,16.22
457,300,112,09-10-2022,54,32.59
458,216,191,11-03-2022,55,40.37
459,236,113,01-05-2023,18,23.2
460,211,184,02-03-2022,14,49.74
461,295,121,04-11-2022,81,49.9
462,223,191,12-01-2022,0,38.04
463,245,183,19-10-2022,91,27.39
464,291,182,24-06-2023,65,48.78
465,299,129,18-09-2022,13,56.37
466,227,180,03-08-2022,29,41.71
467,296,136,02-03-2023,89,27.66
468,284,107,30-08-2022,75,27.74
469,252,168,16-09-2022,14,34.61
470,214,117,11-02-2022,20,49.75
471,245,152,13-07-2022,93,40.6
472,211,201,22-11-2022,92,26.67
473,283,196,12-05-2023,33,26.37
474,230,131,30-11-2022,63,53.21
475,259,164,26-02-2022,89,45.21
476,208,159,21-04-2023,3,35.6
477,215,115,21-12-2021,90,15.92
478,300,114,11-12-2022,50,17.32
479,266,135,17-10-2022,84,58.68
480,204,103,15-12-2021,85,52.02
481,284,195,14-12-2022,99,29.21
482,257,108,25-04-2023,64,45.12
483,298,121,16-03-2023,98,32.43
484,240,110,15-02-2023,46,50.15
485,211,149,03-02-2023,15,25.66
486,233,198,16-12-2022,77,42.09
487,279,156,06-12-2022,97,29.6
488,267,118,01-05-2022,12,22.97
489,231,105,13-06-2023,4,35.85
490,221,107,25-06-2022,20,51.81
491,296,109,11-06-2023,9,57.51
492,234,185,27-05-2022,37,25.43
493,233,184,05-03-2022,22,31.22
494,255,134,04-03-2023,15,37.53
495,286,196,08-10-2022,55,38.77
496,265,184,05-08-2022,58,16.85
497,267,152,20-09-2022,99,43.37
498,257,158,27-08-2022,3,57.43
499,223,180,09-05-2022,60,42.42
500,293,103,27-02-2022,75,30.83
501,272,140,15-01-2023,52,57.68
502,244,178,29-01-2022,12,52.91
503,244,116,24-05-2023,40,57.95
504,298,165,25-03-2022,4,51.09
505,254,179,11-12-2021,45,24.13
506,220,114,26-12-2022,0,41.22
507,270,125,18-05-2023,64,39.22
508,285,179,28-10-2022,16,32.01
509,260,197,10-06-2023,22,45.38
510,290,106,28-01-2022,99,20.8
511,238,198,09-05-2022,25,21.2
512,233,123,06-12-2021,2,52.63
513,278,195,07-10-2022,36,51.44
514,262,121,29-03-2022,58,51.97
515,244,145,12-05-2023,61,54.93
516,242,183,02-04-2022,85,34.19
517,207,126,08-05-2023,59,26.09
518,294,132,16-04-2023,50,53.72
519,256,127,13-01-2022,30,59.47
520,249,152,02-06-2023,62,52.4
521,274,101,13-01-2022,99,25.94
522,264,167,20-04-2023,70,38.25
523,232,192,14-12-2022,70,15.5
524,206,144,05-03-2023,22,50.49
525,244,179,07-05-2022,2,16.67
526,275,159,21-05-2023,42,33.52
527,224,183,13-07-2023,98,25.44
528,211,141,07-01-2023,21,57.14
529,271,144,04-12-2022,50,26.09
530,256,101,09-12-2021,87,51.11
531,235,154,30-12-2022,0,43.96
532,272,151,27-04-2022,73,18.93
533,251,173,01-10-2022,33,59.72
534,248,114,27-01-2023,53,30.71
535,205,184,22-01-2022,40,22.28
536,285,114,10-07-2023,23,55.67
537,268,157,05-03-2023,58,15.69
538,216,192,12-09-2022,15,49.6
539,287,140,06-03-2022,46,42.83
540,228,185,14-12-2022,60,47.13
541,205,134,26-11-2022,4,27.65
542,233,163,17-12-2022,66,18.11
543,252,104,27-03-2022,56,37.46
544,248,163,01-07-2023,85,43.16
545,292,122,23-02-2023,17,27.8
546,203,110,19-04-2023,13,30.71
547,271,142,26-03-2022,79,59.31
548,298,135,19-07-2022,3,56.28
549,285,191,20-07-2023,79,22.71
550,279,128,10-02-2023,94,45.22
551,221,102,11-05-2022,40,48.77
552,294,195,12-04-2023,90,15.38
553,279,115,30-07-2022,37,22.5
554,250,118,11-07-2023,62,46.32
555,298,122,16-06-2023,63,54.9
556,283,201,09-03-2022,58,16.02
557,278,169,08-02-2022,50,16.38
558,274,116,25-01-2022,13,31.21
559,222,171,03-10-2022,96,31.64
560,273,110,30-05-2023,74,47.33
561,275,146,17-09-2022,81,49.08
562,220,154,22-05-2023,79,31.14
563,248,192,25-12-2021,16,32.64
564,293,141,22-03-2022,59,59.58
565,226,140,06-12-2021,3,40.36
566,230,186,15-01-2023,65,29.0
567,206,103,25-07-2023,34,24.13
568,276,104,15-08-2022,79,16.62
569,283,143,25-02-2023,26,29.67
570,275,113,21-01-2023,35,16.5
571,259,144,04-03-2023,44,46.46
572,244,148,10-05-2023,52,49.32
573,287,181,31-05-2022,18,43.94
574,245,135,13-06-2023,33,41.0
575,235,193,14-12-2022,48,33.0
576,255,144,11-09-2022,76,20.81
577,247,176,09-04-2023,13,42.82
578,278,129,27-03-2022,49,56.21
579,278,185,19-08-2022,5,44.24
580,268,138,30-03-2022,1,34.05
581,272,105,24-03-2022,67,21.19
582,290,130,29-05-2023,39,55.04
583,221,153,26-09-2022,48,26.41
584,206,183,23-03-2023,38,23.21
585,239,125,22-11-2022,49,19.5
586,282,154,07-06-2023,82,42.45
587,246,153,06-02-2022,100,36.51
588,296,117,13-11-2022,78,55.42
589,207,104,17-12-2022,37,38.49
590,231,174,08-12-2022,78,17.45
591,261,149,21-02-2022,91,36.88
592,226,130,03-01-2022,7,59.42
593,241,128,22-08-2022,2,19.54
594,288,142,29-01-2022,53,44.96
595,257,169,13-01-2022,45,46.0
596,242,170,12-03-2023,29,57.95
597,239,174,04-01-2022,5,23.23
598,268,123,17-03-2023,50,20.68
599,250,162,24-03-2023,90,44.47
600,253,105,01-05-2023,30,35.7
601,297,116,09-05-2023,91,44.77
602,269,156,24-02-2022,47,33.1
603,280,201,17-09-2022,23,44.42
604,264,134,27-08-2022,19,22.88
605,295,130,08-06-2022,73,49.62
606,244,118,26-12-2021,53,33.36
607,204,162,05-12-2022,14,37.11
608,242,141,09-07-2022,2,46.89
609,244,143,30-08-2022,96,53.31
610,294,183,07-03-2023,15,32.96
611,255,120,25-01-2022,58,59.1
612,244,150,07-03-2023,4,58.75
613,296,166,25-06-2023,98,19.43
614,209,116,08-01-2023,86,47.41
615,285,115,22-05-2022,100,50.63
616,226,191,22-07-2022,67,50.08
617,252,108,01-09-2022,25,34.17
618,297,112,20-06-2023,35,26.77
619,214,164,04-07-2022,26,29.79
620,272,180,05-10-2022,53,26.73
621,296,109,16-05-2022,97,20.53
622,284,201,16-05-2023,27,51.66
623,280,147,24-08-2022,60,32.91
624,227,150,02-01-2023,68,19.4
625,266,170,20-11-2022,52,47.54
626,290,104,07-06-2023,53,28.46
627,212,148,25-09-2022,91,56.74
628,215,103,15-10-2022,6,28.58
629,267,187,03-09-2022,33,45.19
630,219,130,19-01-2023,36,57.52
631,221,137,19-06-2023,8,38.96
632,244,145,27-02-2022,22,52.77
633,279,120,23-05-2022,69,54.35
634,204,181,08-07-2023,27,31.61
635,237,155,26-06-2022,33,31.8
636,248,141,20-12-2022,61,39.59
637,232,173,16-05-2022,5,56.96
638,292,187,18-02-2023,91,52.06
639,246,124,27-01-2023,4,31.94
640,280,130,11-12-2021,14,32.5
641,222,108,29-05-2023,53,31.3
642,226,172,18-11-2022,34,35.38
643,297,110,10-07-2023,94,58.16
644,251,173,18-12-2022,90,25.09
645,266,173,29-01-2022,96,52.84
646,266,164,12-06-2023,37,55.29
647,237,177,06-08-2022,94,57.27
648,221,134,05-07-2022,56,28.29
649,299,182,25-04-2022,91,44.3
650,267,130,27-06-2023,67,21.49
651,211,113,31-12-2021,59,30.78
652,249,134,19-01-2022,84,32.25
653,203,123,05-05-2022,34,29.74
654,274,160,24-04-2022,61,19.01
655,240,187,15-05-2023,20,28.21
656,224,182,13-04-2022,57,17.64
657,284,134,12-08-2022,9,49.36
658,228,128,02-06-2023,81,46.58
659,233,124,08-06-2022,3,36.99
660,237,104,30-07-2023,13,48.33
661,257,139,14-01-2023,17,53.12
662,259,196,16-01-2022,91,51.8
663,267,165,19-06-2022,73,58.63
664,230,104,06-03-2023,18,40.26
665,283,143,25-07-2023,24,36.82
666,224,174,14-06-2023,72,57.8
667,217,144,11-06-2022,84,55.85
668,209,195,26-03-2022,3,51.99
669,231,105,20-12-2021,40,16.3
670,263,109,03-08-2022,85,23.06
671,258,150,17-01-2022,97,41.6
672,280,175,28-10-2022,12,30.44
673,273,135,04-12-2022,50,41.7
674,289,109,10-02-2022,71,54.39
675,297,196,27-02-2022,15,44.34
676,243,192,03-07-2022,3,57.71
677,217,171,28-05-2023,51,36.17
678,300,172,23-02-2023,95,45.0
679,297,152,13-04-2022,90,44.67
680,299,169,27-06-2022,62,56.81
681,292,133,17-05-2023,88,17.41
682,264,169,09-05-2022,32,57.65
683,238,177,28-06-2023,9,57.73
684,246,175,04-07-2023,72,30.65
685,234,113,07-08-2022,21,44.22
686,223,121,12-06-2023,28,58.35
687,282,201,05-02-2023,74,56.34
688,264,196,29-04-2022,61,57.08
689,296,151,20-02-2022,53,26.52
690,251,175,06-08-2022,98,33.78
691,214,175,22-01-2022,96,40.75
692,274,114,23-05-2023,38,56.09
693,286,115,04-06-2022,85,30.8
694,204,160,04-06-2022,43,39.69
695,229,144,11-04-2023,66,50.24
696,240,104,18-02-2023,28,35.18
697,235,122,09-06-2022,43,34.53
698,234,125,17-01-2023,41,37.51
699,259,194,04-12-2022,71,50.57
700,231,192,13-03-2022,83,30.32
701,283,168,21-02-2023,95,38.7
702,274,156,23-07-2023,5,18.23
703,269,131,29-03-2023,87,37.92
704,202,195,06-03-2023,72,24.41
705,261,126,15-06-2023,44,34.94
706,234,178,27-06-2022,6,35.44
707,268,152,15-02-2022,46,48.9
708,254,184,14-01-2023,60,31.51
709,239,126,05-12-2021,60,57.17
710,250,188,30-06-2023,42,27.43
711,288,194,02-01-2022,15,32.57
712,262,110,07-02-2022,6,21.89
713,270,165,19-02-2023,21,30.75
714,237,161,02-06-2022,0,36.92
715,271,135,14-09-2022,96,28.45
716,291,133,29-01-2023,78,33.09
717,254,200,22-06-2022,12,50.14
718,201,180,03-06-2023,1,43.62
719,232,129,03-01-2022,25,41.95
720,215,174,06-03-2023,4,16.41
721,294,151,14-06-2022,65,29.12
722,211,157,12-04-2023,39,35.51
723,267,167,08-03-2022,28,15.31
724,203,154,02-01-2022,14,57.56
725,210,147,01-07-2022,69,39.55
726,218,182,04-09-2022,73,37.27
727,234,167,20-09-2022,91,58.8
728,233,110,25-09-2022,80,26.45
729,221,106,27-08-2022,100,41.56
730,230,135,10-11-2022,18,58.95
731,296,141,27-06-2022,63,23.15
732,210,156,13-09-2022,80,30.5
