cod_venda,cod_cliente,cod_produto,data_venda,qtd_vendida,valor_imposto
81,257,198,25-10-2022,66,29.93
82,215,152,02-02-2022,96,18.43
83,267,109,11-12-2022,93,17.79
84,288,200,21-01-2023,25,19.73
85,293,187,31-05-2023,1,51.59
86,240,103,19-04-2022,42,18.41
87,218,122,01-07-2022,74,27.65
88,286,188,27-03-2023,29,34.58
89,294,201,27-02-2022,31,36.43
90,267,173,18-07-2022,33,18.7
91,206,137,02-06-2022,70,47.01
92,284,176,12-11-2022,92,22.47
93,270,123,04-03-2023,0,19.56
94,213,143,02-06-2023,42,36.74
95,204,155,23-03-2023,58,26.99
96,250,189,11-02-2023,7,25.48
97,229,180,07-01-2022,77,18.84
98,243,145,23-12-2021,68,32.0
99,219,141,07-11-2022,71,52.8
100,255,127,24-08-2022,82,17.02
101,288,142,25-03-2023,99,48.47
102,295,165,12-11-2022,23,31.98
103,251,144,25-12-2021,35,20.95
104,214,156,03-02-2022,67,52.09
105,283,199,11-02-2023,62,31.41
106,208,122,23-06-2023,100,48.21
107,227,152,05-01-2023,16,52.87
108,283,173,12-06-2022,51,48.77
109,292,128,30-05-2022,11,18.54
110,252,110,25-03-2022,12,51.31
111,214,156,11-06-2023,100,25.02
112,255,135,21-03-2022,77,15.58
113,256,177,07-04-2023,66,33.95
114,278,143,14-08-2022,90,48.05
115,251,175,16-06-2023,24,18.41
116,279,157,03-09-2022,86,49.54
117,274,201,14-11-2022,90,43.84
118,290,165,15-01-2023,6,33.01
119,228,163,14-04-2023,11,30.2
120,284,111,15-11-2022,96,30.89
121,205,173,06-11-2022,91,58.5
122,243,106,28-02-2023,72,28.75
123,234,176,20-01-2022,30,50.73
124,271,199,06-02-2023,49,56.29
125,274,105,11-01-2022,70,58.07
126,204,170,02-04-2023,8,58.5
127,219,166,10-01-2023,24,26.07
128,295,112,11-07-2022,44,16.43
129,264,116,26-05-2022,96,52.88
130,295,198,20-03-2022,79,22.72
131,271,111,09-06-2023,39,48.95
132,208,136,30-03-2023,40,15.06
133,231,187,04-11-2022,0,35.23
134,265,200,07-11-2022,96,41.36
135,266,123,04-04-2022,69,32.91
136,287,104,10-06-2022,2,47.98
137,278,155,29-10-2022,70,27.91
138,290,189,22-02-2022,25,15.52
139,276,151,09-10-2022,94,25.1
140,279,130,04-01-2023,6,45.12
141,202,195,26-12-2021,26,30.87
142,292,190,26-12-2022,30,23.46
143,294,157,08-09-2022,3,59.83
144,300,187,22-06-2023,34,31.68
145,286,172,07-06-2022,51,42.15
146,296,115,29-01-2023,14,23.88
147,215,107,01-04-2022,51,41.95
148,283,192,26-04-2022,3,36.63
149,208,152,02-06-2022,31,22.49
150,203,185,12-06-2022,91,28.13
151,224,105,30-12-2021,92,24.16
152,280,146,01-06-2023,63,31.35
153,283,148,31-12-2022,11,31.16
154,211,157,04-12-2022,80,51.54
155,207,159,17-06-2023,67,19.25
156,287,147,11-11-2022,100,19.84
157,283,201,04-04-2023,88,52.43
158,298,201,17-07-2023,80,15.4
159,216,166,02-09-2022,92,42.29
160,224,185,22-07-2022,91,26.84
161,212,127,27-04-2022,41,29.62
162,232,161,17-02-2022,66,21.64
163,270,140,05-03-2023,71,58.97
164,218,156,22-08-2022,78,36.76
165,210,120,07-06-2022,25,52.41
166,277,165,05-12-2022,27,52.87
167,261,139,20-04-2022,44,29.76
168,294,122,01-06-2023,96,59.16
169,282,146,28-06-2023,94,28.9
170,278,197,08-01-2022,6,15.93
171,299,130,10-12-2022,36,50.16
172,252,165,24-03-2022,61,29.36
173,217,167,13-12-2022,74,20.14
174,211,162,18-08-2022,85,43.83
175,215,125,20-02-2022,98,46.82
176,278,181,14-03-2023,48,48.14
177,280,125,06-08-2022,31,42.05
178,298,156,27-03-2022,7,31.57
179,265,140,01-05-2023,49,24.75
180,234,176,12-02-2022,25,54.11
181,207,150,23-08-2022,21,18.75
182,264,144,29-07-2022,95,33.93
183,240,114,22-06-2023,15,41.98
184,266,181,19-06-2023,42,20.88
185,263,196,08-02-2023,54,25.57
186,275,201,05-05-2022,76,16.37
187,240,200,04-03-2022,85,17.47
188,205,185,01-03-2023,67,53.5
189,275,128,04-11-2022,68,47.17
190,240,128,13-02-2022,81,28.62
191,287,109,21-04-2022,44,45.09
192,268,156,30-01-2022,16,46.11
193,244,197,06-05-2022,22,44.44
194,291,140,19-02-2022,25,16.39
195,293,187,21-05-2023,52,56.42
196,249,141,11-03-2022,55,39.05
197,207,146,04-09-2022,69,53.49
198,214,138,27-01-2022,25,38.59
199,281,102,20-02-2023,62,37.71
200,265,118,16-04-2022,80,44.82
201,233,179,15-08-2022,31,16.04
202,297,131,16-08-2022,35,40.52
203,264,180,23-06-2023,91,34.52
204,204,112,30-08-2022,57,35.69
205,241,107,03-04-2022,23,45.54
206,259,103,03-12-2022,53,35.67
207,234,139,21-01-2022,73,54.51
208,238,177,19-10-2022,73,49.66
209,231,138,15-12-2021,26,36.4
210,292,185,11-04-2023,3,31.46
211,222,178,31-07-2022,12,39.82
212,288,170,05-01-2022,66,19.18
213,222,144,18-08-2022,52,36.04
214,290,184,17-04-2023,60,39.8
215,249,182,27-11-2022,90,29.93
216,269,153,19-01-2023,86,51.18
217,225,169,17-12-2022,17,42.39
218,226,176,04-01-2022,64,48.64
219,224,163,22-02-2023,3,43.52
220,280,169,23-04-2023,65,36.87
221,217,120,24-01-2022,56,58.42
222,206,165,09-01-2023,0,57.58
223,213,176,31-05-2023,56,58.32
224,211,189,25-01-2022,9,44.73
225,242,112,29-01-2023,26,25.67
226,298,177,30-07-2023,98,58.76
227,290,191,31-01-2022,68,17.98
228,249,161,12-01-2023,79,30.66
229,250,189,10-06-2022,47,22.71
230,248,165,01-06-2023,2,29.2
231,221,138,06-01-2022,9,34.83
232,218,173,26-02-2022,12,32.52
233,234,178,19-05-2023,83,29.88
234,221,109,20-07-2022,52,44.31
235,270,122,31-07-2022,21,48.41
236,227,177,18-03-2023,40,17.29
237,263,134,10-04-2023,87,50.53
238,293,160,23-01-2023,2,40.61
239,250,137,29-06-2023,1,57.69
240,285,138,22-01-2022,97,43.82
241,203,138,19-02-2023,88,48.81
242,224,119,10-03-2023,87,51.44
243,252,165,22-11-2022,64,35.26
244,205,166,08-01-2023,78,28.06
245,263,188,23-11-2022,73,35.64
246,254,152,26-07-2022,59,45.05
247,280,184,28-10-2022,83,56.11
248,269,109,16-12-2022,24,18.02
249,230,194,07-03-2023,81,56.17
250,293,162,16-02-2023,29,28.56
251,238,173,12-07-2023,67,40.24
252,265,173,16-12-2022,19,43.52
253,221,104,02-08-2022,95,55.72
254,252,170,09-06-2023,19,41.82
255,280,176,08-11-2022,34,25.18
256,228,158,15-08-2022,90,39.89
257,260,148,17-09-2022,63,51.52
258,245,103,14-05-2022,2,57.14
259,228,139,28-06-2022,86,31.3
260,267,117,27-04-2022,75,32.43
261,256,159,26-03-2022,12,35.96
262,280,106,04-01-2022,96,27.8
263,209,175,25-01-2023,37,31.39
264,279,158,04-07-2023,63,27.91
265,252,164,07-05-2023,1,25.6
266,235,140,22-12-2021,68,21.47
267,293,164,13-10-2022,3,36.84
268,206,170,08-10-2022,85,51.52
269,224,197,02-06-2022,75,45.52
270,276,103,06-05-2023,59,38.04
271,268,108,18-11-2022,72,18.49
272,231,147,21-04-2022,91,31.53
273,210,141,18-07-2022,23,54.24
274,238,172,17-01-2022,89,18.69
275,286,118,29-09-2022,9,22.17
276,253,195,18-06-2022,85,38.5
277,233,186,21-11-2022,49,49.51
278,205,169,07-04-2022,71,16.35
279,274,172,09-05-2022,62,30.72
280,266,129,10-03-2022,70,48.02
281,273,124,05-05-2022,50,57.47
282,292,179,18-05-2022,27,41.87
283,284,186,15-09-2022,52,52.71
284,210,169,08-03-2023,30,17.13
285,274,200,26-04-2023,66,54.18
286,256,103,13-12-2021,74,29.44
287,280,151,29-12-2021,12,34.75
288,281,151,05-12-2021,39,28.53
289,211,146,26-07-2022,49,56.12
290,217,111,18-05-2023,12,50.64
291,298,176,18-12-2022,19,22.0
292,222,156,26-09-2022,20,29.46
293,291,183,17-02-2022,65,52.82
294,247,142,21-03-2023,77,18.55
295,251,144,12-09-2022,29,16.59
296,279,145,13-08-2022,51,39.41
297,272,170,08-06-2022,25,34.99
298,292,149,19-06-2023,17,16.34
299,239,147,14-03-2022,45,15.56
300,239,130,10-04-2022,43,39.73
301,240,178,14-12-2021,88,58.83
302,256,139,30-09-2022,47,28.01
303,206,180,21-05-2022,8,30.18
304,260,110,23-03-2023,40,50.61
305,229,130,23-04-2022,7,47.53
306,214,183,04-01-2022,89,31.12
307,213,190,05-07-2023,23,44.3
308,234,135,01-04-2023,19,46.51
309,275,186,04-07-2022,64,15.96
310,252,166,07-04-2023,57,49.17
311,288,175,04-06-2023,73,52.54
312,256,143,22-03-2023,56,35.91
313,268,128,01-05-2022,44,38.99
314,252,120,01-05-2022,95,57.32
315,215,142,26-03-2023,36,17.99
316,256,132,16-10-2022,90,17.78
317,283,101,24-06-2023,36,16.55
318,245,110,18-06-2022,47,27.72
319,272,123,27-01-2022,8,40.57
320,297,141,03-01-2022,54,57.06
321,272,159,29-11-2022,92,20.37
322,223,196,13-10-2022,65,43.09
323,208,115,07-07-2023,15,48.23
324,287,179,21-02-2023,54,42.75
325,266,125,21-12-2021,38,47.45
326,289,201,13-07-2022,17,15.9
327,242,147,17-05-2022,64,25.84
328,261,180,15-06-2022,49,38.91
329,220,106,13-05-2023,67,55.87
330,266,169,02-08-2022,75,46.55
331,201,171,04-12-2022,71,42.56
332,223,160,16-01-2023,15,41.9
333,211,157,25-08-2022,99,53.67
334,272,156,26-05-2022,0,27.37
335,220,164,26-06-2023,68,19.67
336,251,121,11-03-2023,25,44.41
337,232,201,08-06-2023,22,51.15
338,293,196,29-05-2022,10,30.66
339,253,175,12-03-2023,36,25.45
340,283,123,19-08-2022,68,18.95
341,289,137,14-06-2022,51,58.59
342,214,107,28-07-2022,31,59.85
343,291,190,01-02-2023,87,20.21
344,245,121,30-01-2023,15,25.16
345,275,137,08-07-2022,100,19.77
346,300,189,01-02-2023,0,59.97
347,228,143,23-04-2022,49,55.59
348,222,163,25-08-2022,18,58.73
349,256,156,09-06-2022,38,31.14
350,202,146,07-05-2023,48,33.49
351,243,160,11-03-2023,1,25.82
352,220,102,18-07-2022,19,39.79
353,211,191,25-05-2022,8,46.75
354,208,139,26-04-2022,93,30.28
355,293,104,16-10-2022,52,54.86
356,278,101,21-10-2022,57,36.72
357,296,152,05-02-2022,99,29.22
358,286,170,20-04-2023,73,18.99
359,226,174,19-11-2022,17,47.05
360,216,150,07-08-2022,97,21.38
361,299,140,09-04-2022,23,18.83
362,296,148,04-06-2022,61,59.97
363,300,122,27-04-2023,56,27.78
364,272,163,05-10-2022,45,52.26
365,300,120,18-03-2023,22,44.85
366,269,135,18-01-2023,88,39.62
367,293,193,17-04-2022,2,45.27
368,273,186,16-06-2023,58,54.45
369,256,143,21-11-2022,9,15.68
370,245,193,28-04-2023,55,20.97
371,244,123,29-09-2022,47,32.89
372,237,147,14-01-2023,94,50.81
373,251,195,28-10-2022,72,28.85
374,262,115,23-01-2023,71,20.76
375,235,105,30-10-2022,50,55.96
376,257,196,31-03-2022,97,35.6
377,201,108,11-04-2022,4,52.26
378,221,189,21-04-2022,57,50.64
379,276,197,17-09-2022,28,49.45
380,207,194,16-06-2022,48,38.29
381,267,200,25-08-2022,37,15.4
382,248,201,28-10-2022,47,16.61
383,271,158,24-10-2022,55,27.62
384,216,117,02-07-2023,41,46.32
385,259,189,10-02-2023,100,35.64
386,297,134,16-10-2022,20,16.68
387,234,141,20-07-2022,72,53.35
388,206,191,13-02-2023,90,28.63
389,222,136,23-09-2022,98,27.03
390,252,174,02-07-2022,72,30.61
391,283,137,17-07-2022,24,42.49
392,243,103,30-12-2022,7,46.82
393,281,159,14-01-2023,67,52.69
394,241,120,31-10-2022,75,48.21
395,201,155,17-03-2023,53,57.32
396,233,154,31-05-2023,10,55.08
397,235,198,24-05-2023,97,25.64
398,296,150,25-12-2022,17,18.07
399,285,191,11-03-2022,81,34.09
400,267,134,10-01-2022,78,54.78
401,278,140,20-05-2022,86,42.24
402,278,116,10-05-2023,93,50.52
403,291,174,23-02-2022,83,55.3
404,236,133,15-05-2022,37,56.44
405,266,101,02-03-2023,52,20.97
406,269,192,30-01-2022,17,31.24
407,289,119,03-06-2023,96,32.24
408,202,174,27-07-2022,79,21.39
409,234,146,01-04-2023,54,44.22
410,219,126,20-06-2023,97,55.59
411,297,136,22-05-2022,84,48.04
412,262,128,01-04-2022,76,33.65
413,295,147,05-02-2022,80,46.18
414,277,141,01-07-2022,35,38.86
415,209,139,21-07-2022,13,40.06
416,280,198,07-01-2022,78,54.78
417,227,163,10-09-2022,6,51.11
418,275,130,26-11-2022,38,32.6
419,263,145,07-04-2023,54,24.5
420,275,139,20-03-2023,82,35.88
421,261,165,22-07-2023,75,24.57
422,228,194,09-09-2022,80,31.57
423,293,111,17-09-2022,38,31.69
424,278,106,05-04-2022,69,54.19
425,260,125,11-03-2022,33,48.52
426,222,198,11-03-2023,49,39.56
427,300,186,22-06-2022,14,55.71
428,236,147,27-10-2022,12,18.45
429,233,170,14-07-2022,78,55.6
430,281,166,12-10-2022,14,45.9
431,268,154,06-09-2022,70,58.24
432,223,179,24-10-2022,38,21.92
433,282,109,20-11-2022,17,56.47
434,275,136,02-07-2023,89,36.53
435,265,194,25-04-2023,67,48.81
436,285,131,14-04-2023,43,18.62
437,277,137,10-04-2022,30,50.38
438,256,102,02-08-2022,95,27.89
439,294,190,12-08-2022,1,35.95
440,232,124,18-02-2023,60,20.82
441,232,154,21-09-2022,25,51.53
442,232,107,26-08-2022,77,32.53
443,281,123,22-02-2022,83,18.82
444,206,102,25-07-2022,39,58.59
445,281,197,07-10-2022,46,28.87
446,291,164,07-06-2022,12,54.63
447,273,114,12-04-2023,79,50.82
448,263,164,19-01-2022,81,32.68
449,228,186,09-07-2023,92,29.15
450,270,158,09-08-2022,78,33.48
451,245,146,07-04-2022,31,44.3
452,222,132,26-04-2023,24,50.91
453,250,173,11-05-2022,97,58.06
454,299,122,03-04-2022,8,54.07
455,239,138,29-06-2022,11,49.37
456,211,112,16-12-2022,57,25.12
457,290,139,25-02-2022,99,52.48
458,294,168,27-04-2022,63,52.34
459,245,199,28-02-2023,83,51.17
460,222,162,19-07-2022,90,38.68
461,288,136,10-09-2022,44,33.68
462,278,166,26-01-2023,24,27.22
463,266,115,21-01-2022,11,34.34
464,255,122,17-07-2022,52,42.61
465,277,198,11-04-2022,84,28.3
466,251,104,18-01-2023,8,44.66
467,292,106,23-12-2021,22,48.33
468,213,140,19-04-2022,35,46.63
469,268,125,29-04-2023,64,59.33
470,293,124,21-01-2023,31,45.49
471,254,179,11-03-2022,5,23.05
472,205,192,26-02-2022,95,48.6
473,206,136,25-03-2023,9,49.28
474,221,174,07-04-2022,100,46.46
475,201,196,06-01-2023,45,34.89
476,250,201,12-08-2022,52,19.96
477,233,134,01-12-2022,74,16.09
478,225,120,14-05-2022,0,29.73
479,205,146,02-02-2022,3,24.6
480,259,186,08-10-2022,88,59.69
481,277,185,23-10-2022,80,43.62
482,280,177,01-11-2022,49,27.15
483,230,152,16-01-2023,87,51.04
484,290,159,25-03-2022,52,15.84
485,273,128,27-12-2022,64,45.38
486,210,143,22-09-2022,98,33.67
487,278,148,11-07-2022,33,29.75
488,260,183,03-05-2022,99,24.9
489,278,141,29-05-2022,58,20.89
490,212,197,07-06-2022,20,47.83
491,215,179,15-10-2022,84,39.03
492,215,198,20-12-2022,77,29.5
493,257,148,04-06-2023,53,50.8
494,255,184,18-09-2022,57,24.45
495,224,117,23-03-2022,22,30.17
496,214,168,27-06-2022,90,59.33
497,297,162,25-12-2022,41,15.57
498,280,176,10-08-2022,17,36.66
499,210,138,09-05-2022,89,25.92
500,243,172,09-07-2023,72,15.95
501,265,201,09-01-2022,10,37.11
502,210,138,15-11-2022,3,53.48
503,246,108,30-06-2023,67,34.1
504,295,186,27-04-2023,26,40.24
505,238,105,03-11-2022,15,55.75
506,255,113,03-05-2022,69,33.27
507,215,144,24-02-2022,63,33.94
508,290,183,18-07-2023,16,59.49
509,244,179,09-09-2022,44,35.15
510,265,167,01-12-2021,5,26.77
511,208,166,20-10-2022,36,51.97
512,269,196,16-12-2022,23,17.15
513,268,163,31-05-2023,19,52.31
514,284,188,17-03-2022,16,15.79
515,281,170,01-10-2022,7,20.33
516,293,162,17-10-2022,42,26.23
517,258,123,11-10-2022,35,15.36
518,257,135,15-06-2023,50,15.34
519,296,106,01-06-2023,6,44.01
520,270,145,12-03-2022,1,16.3
521,271,114,13-03-2022,81,33.04
522,236,175,09-07-2023,77,27.88
523,268,102,20-07-2022,95,21.57
524,239,175,09-01-2022,59,35.84
525,201,199,29-08-2022,16,39.86
526,258,182,12-12-2021,66,42.27
527,240,187,04-02-2022,98,47.61
528,276,107,29-05-2023,50,35.78
529,298,142,10-09-2022,7,51.84
530,279,182,02-05-2022,8,30.19
531,276,128,09-10-2022,33,59.4
532,286,197,27-02-2023,29,23.49
533,238,146,25-07-2023,50,26.5
534,201,129,30-01-2022,86,55.12
535,262,146,27-03-2023,84,16.15
536,223,141,15-04-2022,2,56.03
537,233,195,04-05-2022,51,52.41
538,261,179,10-12-2021,79,47.78
539,289,161,02-04-2023,93,15.05
540,278,126,19-01-2023,60,41.43
541,202,186,25-12-2022,53,49.07
542,292,106,16-11-2022,54,39.26
543,285,181,11-05-2023,12,31.48
544,244,140,26-02-2022,43,26.05
545,208,151,04-01-2023,49,37.02
546,236,182,20-06-2022,60,49.37
547,228,167,07-06-2023,24,46.11
548,286,145,17-12-2022,9,15.33
549,204,163,20-04-2023,91,34.33
550,259,135,10-06-2023,58,37.92
551,218,195,16-05-2023,41,27.06
552,248,136,01-05-2022,3,42.95
553,233,132,25-02-2022,74,31.15
554,279,150,21-03-2023,82,55.49
555,252,141,19-04-2023,24,23.18
556,275,106,12-05-2022,34,21.02
557,206,169,05-06-2023,72,38.95
558,266,154,25-04-2022,85,30.38
559,210,110,14-09-2022,7,39.28
560,253,168,09-02-2022,12,36.39
561,205,185,24-04-2023,64,50.19
562,291,176,26-08-2022,51,22.21
563,252,198,17-03-2022,9,45.48
564,253,103,31-12-2021,95,31.05
565,292,176,08-07-2022,92,35.27
566,274,140,09-08-2022,17,27.0
567,231,183,28-05-2023,74,36.4
568,240,197,27-05-2022,48,15.07
569,203,157,11-05-2022,57,26.41
570,236,138,05-12-2021,54,15.84
571,272,131,23-07-2023,38,53.61
572,290,125,23-07-2023,19,33.77
573,297,198,23-03-2022,38,45.67
574,222,172,02-08-2022,51,41.21
575,255,184,25-04-2023,23,34.77
576,215,116,31-05-2022,100,36.22
577,254,147,16-02-2023,26,59.99
578,292,128,26-03-2022,4,15.98
579,230,160,04-02-2022,96,20.12
580,210,142,16-10-2022,47,26.03
581,204,162,03-06-2023,55,59.26
582,225,166,05-02-2023,99,46.48
583,235,143,28-04-2023,84,27.01
584,240,182,22-11-2022,98,55.82
585,272,188,08-04-2023,36,21.52
586,222,125,13-09-2022,79,52.8
587,263,181,06-05-2022,11,46.05
588,294,135,21-01-2022,47,56.98
589,261,188,15-12-2021,62,33.95
590,294,107,13-07-2023,72,47.37
591,204,113,07-09-2022,31,51.48
592,222,138,12-06-2023,87,26.98
593,285,115,28-06-2023,90,54.72
594,203,115,09-05-2023,16,26.74
595,235,155,24-07-2022,28,50.69
596,281,103,22-03-2022,15,48.42
597,290,139,12-07-2022,72,51.1
598,245,120,22-11-2022,74,54.42
599,273,156,04-09-2022,24,59.41
600,295,109,29-01-2022,12,58.73
601,280,125,01-04-2023,24,52.87
602,248,159,10-12-2022,50,36.02
603,274,190,28-06-2023,41,21.19
604,224,166,06-02-2023,88,23.11
605,250,196,02-02-2023,100,26.68
606,273,150,09-04-2022,18,59.44
607,273,130,05-10-2022,9,21.13
608,241,143,25-09-2022,19,44.38
609,229,149,26-08-2022,98,54.17
610,261,192,20-07-2022,80,38.88
611,214,189,02-04-2023,17,19.99
612,238,114,02-03-2023,26,41.48
613,205,186,27-07-2022,0,17.95
614,278,143,13-09-2022,62,56.99
615,206,199,17-01-2022,75,18.48
616,216,144,10-01-2022,86,43.27
617,300,200,20-04-2023,32,39.29
618,263,188,28-06-2022,25,25.02
619,253,190,02-10-2022,8,20.96
620,261,176,29-05-2023,100,19.72
621,297,173,28-05-2023,85,50.8
622,276,113,18-04-2022,96,25.92
623,299,152,15-06-2023,43,54.32
624,239,122,12-04-2023,90,26.65
625,300,109,16-06-2022,2,19.89
626,249,126,04-09-2022,81,58.68
627,269,151,07-03-2022,9,40.23
628,234,164,27-01-2023,16,20.86
629,241,135,20-12-2021,76,57.7
630,247,186,16-04-2023,98,29.53
631,238,114,26-04-2022,45,17.74
632,220,195,18-02-2023,45,55.76
633,254,111,05-03-2023,45,28.9
634,281,129,23-01-2022,89,39.78
635,287,101,16-08-2022,37,26.81
636,259,161,19-12-2022,97,52.16
637,281,176,12-03-2022,85,29.71
638,268,115,29-04-2022,41,45.83
639,265,145,23-06-2022,8,54.88
640,206,172,18-03-2023,93,43.35
641,241,192,22-03-2022,54,34.99
642,273,123,15-11-2022,95,54.11
643,284,192,07-06-2023,24,50.12
644,264,140,14-09-2022,16,56.37
645,223,184,20-12-2021,50,25.07
646,220,104,02-12-2022,26,23.44
647,240,190,21-04-2022,10,40.56
648,294,138,08-02-2022,88,22.67
649,234,105,10-06-2022,99,24.88
650,274,155,16-07-2022,88,20.37
651,228,186,23-02-2023,32,24.8
652,265,180,30-01-2023,38,15.73
653,287,196,28-01-2022,93,19.33
654,223,201,08-02-2022,21,21.99
655,217,108,09-07-2023,77,46.3
656,231,123,04-11-2022,6,36.29
657,209,178,28-08-2022,40,39.67
658,276,105,02-05-2022,12,35.93
659,283,130,21-11-2022,85,42.67
660,269,182,23-05-2023,11,59.54
661,215,115,14-07-2023,62,16.4
662,279,150,05-01-2023,63,44.29
663,291,184,06-01-2023,27,41.46
664,227,189,19-12-2021,22,49.45
665,263,195,02-10-2022,18,41.84
666,260,126,19-05-2023,75,16.02
667,203,140,12-12-2022,60,46.55
668,217,198,30-06-2022,46,33.87
669,253,174,23-10-2022,43,26.26
670,242,130,05-08-2022,2,47.89
671,248,146,20-05-2022,31,17.2
672,230,151,16-02-2023,23,54.72
673,300,127,29-08-2022,92,40.12
674,300,115,09-04-2023,47,38.73
675,283,185,28-10-2022,24,45.06
676,208,109,15-05-2022,75,43.32
677,291,197,08-11-2022,43,53.05
678,283,119,19-09-2022,59,51.71
679,292,146,22-05-2022,91,59.59
680,263,125,26-04-2022,13,33.77
681,298,111,19-02-2022,1,55.85
682,244,169,25-05-2023,44,18.76
683,248,126,04-04-2023,50,40.58
684,293,125,23-08-2022,98,34.43
685,263,126,05-03-2023,64,16.28
686,273,120,13-05-2022,27,27.22
687,206,199,29-05-2022,31,39.48
688,243,158,20-07-2022,89,51.69
689,294,136,10-01-2023,81,22.8
690,300,160,17-08-2022,99,35.53
691,290,182,17-08-2022,40,56.33
692,225,156,22-12-2022,61,26.41
693,265,110,28-04-2022,43,37.0
694,213,140,07-09-2022,1,39.25
695,207,121,24-06-2022,17,32.23
696,276,195,24-09-2022,64,21.53
697,239,101,13-10-2022,72,34.14
698,263,197,17-02-2023,36,24.16
699,290,179,18-05-2022,3,34.29
700,281,171,24-11-2022,93,52.44
701,205,137,25-11-2022,46,26.5
702,273,104,10-09-2022,59,38.41
703,215,197,15-07-2023,48,22.57
704,206,187,21-12-2022,23,35.77
705,300,107,26-04-2023,56,40.06
706,214,193,22-07-2022,28,22.6
707,230,194,03-01-2022,83,32.2
708,213,183,17-06-2023,4,29.68
709,254,131,01-09-2022,1,27.72
710,275,171,27-11-2022,94,26.75
711,213,192,31-03-2022,18,54.44
712,203,186,30-04-2023,52,19.24
713,243,118,30-05-2023,63,59.15
714,235,134,26-01-2023,75,26.36
715,240,175,17-05-2023,20,56.45
716,229,162,17-07-2022,53,49.1
717,273,126,23-03-2022,87,43.7
718,254,147,06-11-2022,62,23.33
719,259,192,28-04-2022,89,18.41
720,257,126,26-02-2023,25,38.67
721,266,134,24-07-2022,86,36.44
722,233,165,13-03-2023,13,37.94
723,249,179,02-03-2022,86,51.26
724,271,145,14-05-2023,98,29.26
725,245,140,22-06-2022,34,33.97
726,253,177,05-03-2023,84,38.24
727,204,117,22-11-2022,45,35.73
728,242,132,02-04-2023,65,45.67
729,271,168,13-07-2022,66,21.06
730,259,136,13-01-2023,92,39.01
731,229,165,29-07-2023,14,56.17
732,257,106,07-12-2021,53,23.92
